"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"TIRUVANNAMALAI MARKET COMMITTEE","SUB REGULATED MARKET KANNAMANGALAM","6979561","AMMAPALAYAM,","Tiruvannamalai","TAMIL NADU","600","24-Sep-2024","23-Dec-2028","9976452368","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, ARANI","6979207","MILLERS ROAD, ARANI,","Tiruvannamalai","TAMIL NADU","2500","24-Sep-2024","23-Dec-2028","7904413817","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET KILPENNATHUR","6981369","TIRUVANNAMALAI ROAD,","Tiruvannamalai","TAMIL NADU","500","27-Sep-2024","26-Mar-2029","9600029874","Active",""
"TNSPL105 PILLAIYARNATHAM PACCS","TNSPL105 PILLAIYARNATHAM PACCS","6562417","ETTAYAPURAM MAIN ROAD, PILLAIYARNATHAM","Thoothukkudi","TAMIL NADU","100","17-Mar-2022","16-Jun-2025","9976123182","Active",""
"TNSPL126, KALUGACHALAPURAM","TNSPL126 KALUGACHALAPURAM PACCS","9991713","3/3 ETTAYAPURAM ROAD, KALUGACHALAPURAM","Thoothukkudi","TAMIL NADU","100","04-Jan-2021","03-Jul-2025","9976123182","Active",""
"Tnspl150 Mettupatti Primary Agricultural Cooperative Credit Society","Tnspl 150 Mettupatti Primary Agricultural Co operative Credit Society","6562680","1/49 Mangammal Saalai, Ramanathapuram","Tirunelveli","TAMIL NADU","100","22-Mar-2022","21-Mar-2027","9486452932","Active",""
"TPTCMS","Tirupattur CMS","6723969","Tirupattur,","Vellore","TAMIL NADU","500","29-May-2023","28-May-2028","9487304466","Active",""
"TRICHIRAPALLI MARKET COMMITTEE","REGULATED MARKET THUVARANKURICHI","6810360","REGULATED MARKET THUVARANKURICHI TRICHY ROAD,","Tiruchirappalli","TAMIL NADU","100","07-Dec-2023","06-Dec-2028","8012025720","Active",""
"TRICHIRAPALLI MARKET COMMITTEE","REGULATED MARKET MANAPPARAI","6981633","POOMALAIPATTI, DINDIGUL ROAD, MANAPPARAI,","Tiruchirappalli","TAMIL NADU","2000","30-Sep-2024","29-Sep-2029","9940711117","Active",""
"TRICHIRAPALLI MARKET COMMITTEE","REGULATED MARKET THUVARANKURICHI","6645485","TRICHY ROAD,","Tiruchirappalli","TAMIL NADU","4000","28-Oct-2022","27-Apr-2027","8012025720","Active",""
"TRICHIRAPALLI MARKET COMMITTEE","REGULATED MARKET LALGUDI","6649354","OPP TO SAPPANI KOVIL,, MUMMUDICHOLAMANGALAM","Tiruchirappalli","TAMIL NADU","2000","03-Nov-2022","02-Nov-2027","9489477173","Active",""
"TRICHIRAPALLI MARKET COMMITTEE","REGULATED MARKET THURAIYUR","6644132","NEAR UZHAVAR SANDHAI ,TRICHY ROAD,,","Tiruchirappalli","TAMIL NADU","3000","28-Oct-2022","27-Apr-2027","9894862454","Active",""
"TRICHIRAPALLI MARKET COMMITTEE","REGULATED MARKET THATHAIYANGARPET","6646384","NAMAKKAL ROAD ,,","Tiruchirappalli","TAMIL NADU","2000","31-Oct-2022","30-Jul-2027","8508257165","Active",""
"TRICHIRAPALLI MARKET COMMITTEE","CENTRAL MARKET FOR VEGETABLES,FRUITS AND FLOWERS.","6811897","MADURAI BY-PASS ROAD, MANIKANDAM UNION OFFICE (OPT), KALLIKUDI SOUTH,","Tiruchirappalli","TAMIL NADU","2000","08-Dec-2023","07-Dec-2028","9095099472","Active",""
"TRICHIRAPALLI MARKET COMMITTEE","REGULATED MARKET THATHAIYANGARPET","7053366","NAMAKKAL ROAD,","Tiruchirappalli","TAMIL NADU","500","26-Mar-2025","25-Mar-2030","9788066270","Active",""
"TYSPL-48-IRUNGALUR PACCS","TYSPL.48- IRUNGALUR PACCS LTD","3591644","Irungalur,Mannachanalur (TK), Trichy(Dt)","Tiruchirappalli","TAMIL NADU","100","17-Mar-2021","16-Mar-2026","9786271076","Active",""
"TYSPL121SIRUNILA PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","TYSPL 121 SIRUNILA PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LTD","6991658","KAIKALATHUR,","Perambalur","TAMIL NADU","100","29-Apr-2025","28-Jul-2029","9597913998","Active",""
"TYSPL61 VENGANUR PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","VENGANUR PACCS","6835029","Attur main Road, Venganur post","Perambalur","TAMIL NADU","100","11-Jan-2024","10-Jan-2029","7305415824","Active",""
"TYSPL64ANNAMANGALAMPRIMARY AGRICULTURAL COOPERATIVE SOCIETY LTD","ANNAMANGALAM PACCS","6952923","Arasalur road, Annamangalam post","Perambalur","TAMIL NADU","100","30-Jun-2024","29-Mar-2029","8489734120","Active",""
"Ulavan Producer Company Ltd.","Ulavan Producer Company Ltd","6804249","204, Bhavani Mani Road,Rajaganapathi Kovil street, Erode, 105, CD Building","Erode","TAMIL NADU","2478","17-Nov-2023","16-Feb-2026","9894011901","Inactive","EFFECTIVE CONTROL EXPIRED"
"UNIVERSAL WAREHOUSING AND LOGISTICS","UNIVERSAL WAREHOUSING AND LOGISTICS","7050933","VILUPURAM GINGEE HIGH WAY ROAD, KUNDALAPULIYUR, VIKKRAVANDI TALUK","Viluppuram","TAMIL NADU","20000","26-Mar-2025","25-Mar-2030","9843266213","Active",""
"V L SPL 116 SUMAITHANGI UCCS","V L SPL 116 Sumaithangi UCCS","2231652","M B T Road, Sumaithangi Vill & Post","Vellore","TAMIL NADU","100","27-Jan-2021","26-Jan-2026","9994031944","Active",""
"V L SPL 137 ARCOT","VL SPL 137 ARCOT UCCS","6411659","4/193 ARANI ROAD THOPPUNAKANA ARCOT,","Vellore","TAMIL NADU","100","19-Aug-2021","18-Aug-2026","7200703529","Active",""
"V L SPL 68 KODAKKAL PACCS LTD","V.L.SPL 68 KODAKKAL PACCS","5071647","PERUNKANCHI VIIL & POST, Perunkanchi (vill)& (Po)","Vellore","TAMIL NADU","100","05-May-2021","04-May-2026","9585301979","Active",""
"V P Dhandapani","RIDF 1170 Naduppatti Paccs","9211033","1170 Naduppatti Pacs Ltd, Naduppatti Post","Tiruppur","TAMIL NADU","100","29-May-2025","28-May-2030","9486608110","Active",""
"v.l.spl.201.mudururbancoopcredit society","v.l.spl.201.mudur uccs","2411644","mudur village, mudurpost","Vellore","TAMIL NADU","100","09-Feb-2021","08-Feb-2026","9443989985","Active",""
"Valathottam PACCS","Valathottam PACCS","6730352","Valathothottam Village, Iyangarkulam post","Kancheepuram","TAMIL NADU","100","06-Jun-2023","05-Jun-2028","9444661620","Active",""
"VANJIPALAYAM PACS","K 2087 VANJIPALAYAM PACS","6679955","3/373 VANJIPALAYAM, VANJIPALAYAM R S POST","Tiruppur","TAMIL NADU","100","06-Feb-2023","05-Feb-2028","8220054473","Active",""
"VANJIPALAYAM PACS","K 2087 VANJIPALAYAM PACS","6696249","3/373 VANJIPALAYAM, VANJIPALAYAM R S POST","Tiruppur","TAMIL NADU","100","16-Mar-2023","15-Mar-2028","8220054473","Active",""
"Vasigoundanur Paccs","KK 80 VASIGOUDANOOR PACCS","6695431","B.PALLIPATTI POST, PAPPIREDDIPATTY TALUK","Dharmapuri","TAMIL NADU","100","15-Mar-2023","14-Mar-2028","9159718943","Active",""
"Vedal PACCS","Vedal PACCS","6698765","Vedal Village & Post, Kanchipuram TK & DT","Kancheepuram","TAMIL NADU","100","23-Mar-2023","22-Mar-2028","9585076801","Active",""
"VEDARANYAM PACCS LTD","10661 VEDARANYAM PRIMERY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LIMITED","6552699","RAILWAYSTATION ROAD, VEDARANYAM","Nagapattinam","TAMIL NADU","100","17-Feb-2022","16-Feb-2027","9578308171","Active",""
"VEERAPPANAICKYANPATTI PACCS","S1032 VEERAPPANAICKENPATTY PACCS","6726848","VEERAPPANAICKENPATTY POST, HARUR TALUK","Dharmapuri","TAMIL NADU","100","31-May-2023","30-May-2028","9047709412","Active",""
"VELLORE MARKET COMMITTEE","VELLORE REGULATED MARKET","7026271","OFFICERS LINE, TOLLGATE, VELLORE,","Vellore","TAMIL NADU","600","27-Feb-2025","26-Feb-2030","8870580901","Active",""
"VELLORE MARKET COMMITTEE","VELLORE REGULATED MARKET","7026453","OFFICERS LINE, TOLLGATE, VELLORE,","Vellore","TAMIL NADU","600","27-Feb-2025","26-Feb-2030","8870580901","Active",""
"VELLORE MARKET COMMITTEE","kALAVAI REGULATED MARKET","7026909","KALAVAI,","Vellore","TAMIL NADU","500","27-Feb-2025","26-Feb-2030","9994198432","Active",""
"VELLORE MARKET COMMITTEE","VANIYAMBADI REGULATED MARKET","7013675","JANATHPURAM VILLAGE, CHETTIYAPPANOOR POST, VANIYAMBADI","Vellore","TAMIL NADU","2000","30-Jan-2025","29-Jan-2030","9751333818","Active",""
"VELLORE MARKET COMMITTEE","VANIYAMBADI REGULATED MARKET","7025554","JANATHAPURAM VILLAGE, CHETTIYA[[ANUR POST, VANIYAMABDI","Vellore","TAMIL NADU","600","27-Feb-2025","26-Feb-2030","9751333818","Active",""
"VELLORE MARKET COMMITTEE","kalavai Regulated Market","7038961","KALAVAI,","Vellore","TAMIL NADU","2000","13-Mar-2025","12-Mar-2030","9994198432","Active",""
"VELLORE MARKET COMMITTEE","THIRUPATHUR REGULATED MARKET","7025828","7C CHAIRMAN ARUMUGAM STREET, THIRUPATHUR","Vellore","TAMIL NADU","1000","27-Feb-2025","26-Feb-2030","8838540830","Active",""
"VELLORE MARKET COMMITTEE","GUDIYATHAM REGULATED MARKET","7019797","KATPADI ROAD, GUDIYATHAM","Vellore","TAMIL NADU","1000","11-Feb-2025","10-Feb-2030","9600310391","Active",""
"VELLORE MARKET COMMITTEE","REGULATED MARKET, THIRUPATHUR","7019615","7C CHARMEN ARUMUGAM STREET, THIRUPATHUR","Vellore","TAMIL NADU","2000","11-Feb-2025","10-Feb-2030","8838540830","Active",""
"VELLORE MARKET COMMITTEE","GUDIYATHAM REGULATED MARKET","7067226","GUDIYATHAM,","Vellore","TAMIL NADU","600","08-Apr-2025","07-Apr-2030","9600310391","Active",""
"Venkatasamuthiram Paccs","8819 VENKATASAMUTHIRAM PACCS","6693816","VENKATASAMUDIRAM POST, PAPPIREDDIPATTY TALUK","Dharmapuri","TAMIL NADU","100","07-Mar-2023","06-Mar-2028","9750059733","Active",""
"VILLUPURAM MARKET COMMITTEE","ULUNDURPET","6985774","Regulatd Market, CHENNAI MAIN ROAD","Viluppuram","TAMIL NADU","2000","12-Oct-2024","11-Oct-2029","9551404422","Active",""
"VILLUPURAM MARKET COMMITTEE","Vikkiravandi","6654396","Regulated Market, chennai Main Road","Viluppuram","TAMIL NADU","1000","29-Nov-2022","28-May-2027","9943937317","Active",""
"VILLUPURAM MARKET COMMITTEE","Villupuram Regulated Market","6988471","No 14 Nehruji Road, Villupuram","Viluppuram","TAMIL NADU","1000","21-Oct-2024","20-Oct-2029","8925902914","Active",""
"VILLUPURAM MARKET COMMITTEE","Ulundurpet","6654750","Regulated Market, Chennai Main Road","Viluppuram","TAMIL NADU","1000","30-Nov-2022","29-May-2027","9865666153","Active",""
"VILLUPURAM MARKET COMMITTEE","SANKARAPURAM","6663579","Regulated Market, Kallakurichi main Road","Viluppuram","TAMIL NADU","2000","19-Dec-2022","18-Dec-2027","9486056526","Active",""
"VILLUPURAM MARKET COMMITTEE","MARAKKANAM","6654842","Regulated Market, KakKa-Pallam Road","Viluppuram","TAMIL NADU","1000","30-Nov-2022","29-May-2027","9600530639","Active",""
"VILLUPURAM MARKET COMMITTEE","Villupuram Regulated Market","7059660","No 14 Nehruji Road, Villupuram","Viluppuram","TAMIL NADU","700","28-Mar-2025","27-Mar-2030","8925902914","Active",""
"VILLUPURAM MARKET COMMITTEE","Thiyagadurgam","6654487","Regulated Market, Thirukoilur Main Road","Viluppuram","TAMIL NADU","1000","29-Nov-2022","28-May-2027","6381400543","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","REGULATED MARKET,VIRUDHUNAGAR","6792360","105 A, Madurai Road","Virudhunagar","TAMIL NADU","100","18-Oct-2023","17-Oct-2028","9003753160","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","Regulated Market,Virudhunagar","6953913","105A,Madurai Road,","Virudhunagar","TAMIL NADU","1000","02-Jul-2024","01-Jul-2029","9791436442","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","ARUPPUKOTTAI REGULATED MARKET","6640627","16/1/61 PANTHALKUDI ROAD, RAMASAMYPURAM,ARUPPUKOTTAI","Virudhunagar","TAMIL NADU","3000","12-Oct-2022","11-Oct-2027","8248369001","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","Regulated Market Virudhunagar","6637565","105A, Madurai Road","Virudhunagar","TAMIL NADU","2000","28-Sep-2022","27-Sep-2027","9003753160","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","Rajapalayam Regulated Market","6953558","20A,PUGAZHENDHI ROAD,","Virudhunagar","TAMIL NADU","600","01-Jul-2024","30-Jun-2029","9952341770","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","RAJAPALAYAM REGULATED MARKET","6953285","20A,PUGAZHENDHI ROAD,","Virudhunagar","TAMIL NADU","600","01-Jul-2024","30-Jun-2029","9952341770","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","SATTUR REGULATED MARKET","6953376","183,BYPASS ROAD,","Virudhunagar","TAMIL NADU","1000","01-Jul-2024","30-Jun-2029","9003356172","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","ARUPPUKOTTAI REGULATED MARKET","6950851","16/1/61A,Panthalkudi Road, RAMASAMYPURAM,ARUPPUKOTTAI","Virudhunagar","TAMIL NADU","1000","26-Jun-2024","25-Jun-2029","8248369001","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","SATTUR REGULATED MARKET","6637656","183 BYEPASS ROAD, SATTUR","Virudhunagar","TAMIL NADU","2000","29-Sep-2022","28-Sep-2027","9003356172","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","RAJAPALAYAM REGULATED MARKET","6638647","112A,PUGAZHENDHI ROAD, RAJAPALAYAM","Virudhunagar","TAMIL NADU","4000","03-Oct-2022","02-Oct-2027","9952341770","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","RAJAPALAYAM REGULATED MARKET","7026545","20A,PUGAZHENDHI ROAD,","Virudhunagar","TAMIL NADU","1000","27-Feb-2025","26-Feb-2030","8248405989","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","SATTUR REGULATED MARKET","7024748","183,Bypass Road,","Virudhunagar","TAMIL NADU","600","21-Feb-2025","20-Feb-2030","9003356172","Active",""
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","ARUPPUKOTTAI REGULATED MARKET","7066509","16/1/61A,Panthalkudi Road, Ramasamypuram","Virudhunagar","TAMIL NADU","600","07-Apr-2025","06-Apr-2030","8248369001","Active",""
"VL SPL 124 THIYAMUGACHERI PACCS","VL SPL 124 THIYAMUGACHERI PACCS","5531642","THIYAMUGACHERI VILLAGE, CHERI POST NEMILI TK","Vellore","TAMIL NADU","100","14-Jun-2021","13-Jun-2026","9751676590","Active",""
"VL SPL 127 RANIPET URBAN COOPRATIVE CREDIT SOCIETY LTD.,","VL SPL 127 RANIPET UCCS","2391641","40E/77 L F ROAD, KARAI RANIPET","Vellore","TAMIL NADU","100","03-Feb-2021","02-Feb-2026","9843310340","Active",""
"VL SPL 208 THAGARAKUPPAM UCCS","VL SPL 208 THAGARAKUPPAM UCCS","3771648","THAGARAKUPPAM VIL SENGADU POST, WALAJAPET TK VELLORE DT","Vellore","TAMIL NADU","100","19-Mar-2021","18-Mar-2026","9751370914","Active",""
"VL SPL 216 BANAVARAM PACCS","VL SPL 216 BANAVARAM PRIMARY AGRI CO-OP CREDIT SOCIETY","2691643","Kaveripakkam Road, Banavaram Village & post,, Sholinghur Taluk, Ranipet Dt.","Vellore","TAMIL NADU","100","23-Feb-2021","22-Feb-2026","9598390495","Active",""
"VL SPL 218 PALLUR PACCS","VLSPL218 PALLUR PACCS","5471665","PALLUR VILAGE AND POST ARAKKONAM TK RANIPET DIST,","Vellore","TAMIL NADU","100","07-Jun-2021","06-Jun-2026","9444896725","Active",""
"VL SPL 221 PAGAVELI PACCS","VL SPL 221, PAGAVELI PRIMARY AGRI CO-OP CREDIT SOCIETY","3211642","Sumaithangi Road, Pagaveli & Post, Walaja Tk, Ranipet Dt","Vellore","TAMIL NADU","100","08-Mar-2021","07-Mar-2026","9750681379","Active",""
"VL SPL 33 AYAL PRIMARY AGRICULTURAL CO-OP CREDIT SOCIETY","VL SPL 33 AYAL PRIMARY AGRI CO-OP CREDIT SOCIETY","4471681","Banavaram Road , Ayal Village & Post,, Sholinghur Taluk, Ranipet Dt","Vellore","TAMIL NADU","100","08-Apr-2021","07-Apr-2026","9787879303","Active",""
"VL-SPL 74 LALAPET URBAN COOPERATIVE CREDIT SOCIETY LTD","VL SPL 74 LALAPET UCCS","2511650","NO-52 PONNAI MAIN ROAD LALAPET,","Vellore","TAMIL NADU","100","17-Feb-2021","16-Feb-2026","9789778520","Active",""
"vlspl121valarpuramuccs","valarpuram uccs","4111668","anathapuram, valarpuram village&post","Vellore","TAMIL NADU","100","31-Mar-2021","30-Mar-2026","8300167227","Active",""
"VLSPL200 ARAKONAM PACCS","VL SPL 200 ARAKKONAM PACCS","5371678","ARAKKONAM TOWN EAST OPPANAKARA STREET STUARTPET ARAKKONAM,","Vellore","TAMIL NADU","100","31-May-2021","30-May-2026","9790147341","Active",""
"VLSPL213 SATHAMBAKKAM","VL SPL 213 SATHAMBAKKAM PACCS","6231649","BIG STREET SATHAMBAKKAM VILL AND POST, WALAJA TALUK","Vellore","TAMIL NADU","100","26-Jul-2021","25-Jul-2026","9500890996","Active",""
"VLSPL49 KAVANOOR PACCS","VL SPL 49 KAVANOOR PACCS","5311641","KAVANOOR VILLAGE AND POST ARAKKONAM TK RANIPET DIST,","Vellore","TAMIL NADU","100","26-May-2021","25-May-2026","9940735696","Active",""
"VLSPL72 ARAPPAKKAM","VLSPL72 ARAPPAKKAM PACCS","6271659","NH ROAD ARAPPAKKAM, NEAR SERVICE ROAD","Vellore","TAMIL NADU","100","27-Jul-2021","26-Jul-2026","9944335067","Active",""
"West Neelambur","CP101 WESTNEELAMBUR PACCS","6691653","SK PUTHUR PO,","Tiruppur","TAMIL NADU","100","03-Mar-2023","02-Mar-2028","9750440712","Active",""
"Z 272 KATHARIPULAM PRIMARY AGRICULATURAL COOPERATIVE SOCIETY LTD","Z272 KATHARIPULAM PRIMERY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LTD","6548374","SOUTH STREET, KATHARIPULAM POST","Nagapattinam","TAMIL NADU","100","05-Jan-2022","04-Jan-2027","9080809980","Active",""
"Z 83 PERUNTHOTTAM PACCS","Z83 PERUNTHOTTAM PACCS","6664023","MAINROAD, PERNTHOTTAM","Nagapattinam","TAMIL NADU","100","20-Dec-2022","19-Dec-2027","9003566478","Active",""
"Z.828 ARUNDHAVAPURAM PACCS LTD.,","Z 828 ARUNTHAVAPURAM PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","6774095","ARUNTHAVAPURAM, NADUPATTY ROAD","Thanjavur","TAMIL NADU","100","22-Aug-2023","21-Aug-2028","9443973707","Active",""
"Z.828 ARUNDHAVAPURAM PACCS LTD.,","Z828 ARUNTHAVAPURAM PACCS","6770853","NADUPATTI SALAI ARUNTHAVPURAM,","Thanjavur","TAMIL NADU","100","09-Aug-2023","08-Aug-2028","9443973707","Active",""
"Z147 KEELAIYUR PACCS LTD","Z147 KEELAIUYR PACCS","6569438","AGRAHARAM STREET, KEELAIYUR","Nagapattinam","TAMIL NADU","100","13-Apr-2022","12-Apr-2027","9786424772","Active",""
"Z262 MARUTHUR NORTH PACCS LIMITED","Z262 MARUTHUR NORTH PRIMERY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LIMITED","6696512","RAJAPURAM,","Nagapattinam","TAMIL NADU","100","16-Mar-2023","15-Mar-2028","9942059910","Active",""
"Z307 DARASURAM PACCS","Z307 DARASURAM PACCS","6829170","103 VALLAIYAPATTAI,","Thanjavur","TAMIL NADU","100","27-Dec-2023","26-Dec-2028","9976788067","Active",""
"Z573 SEMMANGUDI PACCS","Z573SEMMANGUDI PACCS","6700744","PILLAIYAR KOVIL STREET, SEMMANGUDI","Nagapattinam","TAMIL NADU","100","31-Mar-2023","30-Mar-2028","8508674336","Active",""
"Z800 ARALUR PRIMARY AGRICULURAL CO-OPERATIVE CREDIT SOCEITY","800ARALUR PACCS","6817654","MAIN ROAD, SERUKADAMBUR","Thanjavur","TAMIL NADU","100","15-Dec-2023","14-Jun-2028","9443078408","Active",""
"Z821 ODAIYALUR PACCS LTD.,","Z821 UDAIYALUR PACCS LTD.,","8471656","MAIN ROAD, VALAINGAIMAN VAZHI, UDAIYALUR.,","Thanjavur","TAMIL NADU","100","17-Jul-2020","16-Jul-2025","9443607437","Active",""
"ZA 110 AIMAZHAI PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LTD","ZA110AIMAZHAI PRIMARY AGRICLTURAL COOPERATIVE CREDIT SOCIETY LTD","6674642","AIMAZHAI,KURICHI, NAGAPATTTINAM TALUK","Nagapattinam","TAMIL NADU","100","17-Jan-2023","16-Jul-2027","9150077324","Active",""
"ZA 113 KILVELUR PACCS LTD","ZA 113 KILVELUR PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","6598148","SOUTH STREET, KILVELUR POST","Nagapattinam","TAMIL NADU","100","29-Jun-2022","28-Jun-2027","9443663113","Active",""
"ZA 75 VELANGANNI PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","ZA 75 VELANGANNI PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","6651871","MAIN ROAD, VELANGANNI POST, KILVELUR TALUK","Nagapattinam","TAMIL NADU","100","17-Nov-2022","16-Nov-2027","9003328106","Active",""
"ZA104 PUTHAGARAM PRIMARY AGRICULTURE COOPERATIVE CREDIT SOCIETY LTD","RIDF","6574206","Mathirimangalam, Enangudi post","Nagapattinam","TAMIL NADU","100","10-May-2022","09-May-2027","9791436284","Active",""
"ZA81 KUTHUR PACCS LTD","ZA 81 KUTHUR PACCS LTD","6692461","PONGA NAGAR, KUTHUR","Nagapattinam","TAMIL NADU","100","07-Mar-2023","06-Mar-2028","8072850785","Active",""
"Zb 67 Nidur paccs","ZB67 NIDUR","6551527","P M NAGAR NIDUR, NIDUR","Nagapattinam","TAMIL NADU","100","31-Jan-2022","30-Jan-2027","9443810875","Active",""
"ZB 73 MALLIYAKOLLAI PACCS","ZB 73 MALLIYAKOLLAI","6549729","MAIN ROAD, VILLIYANALLUR","Nagapattinam","TAMIL NADU","100","12-Jan-2022","11-Jan-2027","9486430505","Active",""
"ZB 93 AGARAELATHUR PACCS","ZB93 Agaraelathur","6562953","mariyamman kovil street agaraelathur,","Nagapattinam","TAMIL NADU","100","22-Mar-2022","21-Mar-2027","8838245186","Active",""
"ZB5 KONERIRAJAPURAM PACCS","ZB 5 KONERIRAJAPURAM PACCS","6551345","NEW STREET, KONERIRAJAPURAM, NEW STREET KONERIRAJAPURAM","Nagapattinam","TAMIL NADU","100","31-Jan-2022","30-Jan-2027","9486968740","Active",""
"zb57thiruvalangadupaccs","ZB57Thiruvalagadupaccs","6673297","Thiruvalagadu,","Nagapattinam","TAMIL NADU","100","16-Jan-2023","15-Jan-2028","9486601536","Active",""
"zb58kiliyanur paccs","ZB58 KILIYANUR PACCS","6570691","kILIYANUR,","Nagapattinam","TAMIL NADU","100","26-Apr-2022","25-Apr-2027","9626750510","Active",""
"ZB64MANNAMPANDAL PACCS","ZB64 mannampandhal paccs","6680409","housing board, moongilthottam","Nagapattinam","TAMIL NADU","100","06-Feb-2023","05-Feb-2028","7010157722","Active",""
"ZB74 MUDHALAIMEDU PACCS","ZB74MUTHALAIMEDU PACCS","6681217","MAIN ROAD, MUTHALAIMEDU","Nagapattinam","TAMIL NADU","100","09-Feb-2023","08-Feb-2028","9047883727","Active",""
"ZB80 PALAYAGUDALUR PACCS LTD","ZB80 palayagudalore paccs","6569073","Palayagudalore,","Nagapattinam","TAMIL NADU","100","13-Apr-2022","12-Apr-2027","9585646402","Active",""
"ZB85 THIRUKKALACHERY PACCS","ZB THIRUKKALACHERY PACCS","6570600","PALOOR ROAD, THIRUKKALACHERY","Nagapattinam","TAMIL NADU","100","26-Apr-2022","25-Apr-2027","9786394725","Active",""
"ZB88PMAPPADUGAI PACCS","ZB88P.MAPPADUGAI PACCS","6678874","AYYANAR KOVIL STREET, P MAPPADUGAI","Nagapattinam","TAMIL NADU","100","31-Jan-2023","30-Jan-2028","9626557266","Active",""
"ZB98 MOOVALUR PACCS","ZB98 MOOVALUR PACCS","6560346","PALLIVASAL STREET, MALLIYAM","Nagapattinam","TAMIL NADU","100","03-Mar-2022","02-Mar-2027","9994938890","Active",""
"ZC 53 KOVILPATHU PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","ZC 53 KOVILPATHUPRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","6569255","KOVILPATHU POST, VEDARANIYAM TALUK","Nagapattinam","TAMIL NADU","100","13-Apr-2022","12-Apr-2027","8344277365","Active",""
"ZC 6 NEIVILAKKU PACCS LTD","ZC 6 NEIVILAKKU PACCS LTD","6687693","MAIN ROAD, NEIVILAKKU","Nagapattinam","TAMIL NADU","100","21-Feb-2023","20-Feb-2028","9943504081","Active",""
"ZC3 THETHAKUDI SOUTH PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","ZC3 THETHAKUDISOUTH PACCS LTD","6693451","KEELA VELI, THETHAKUDI SOUTH","Nagapattinam","TAMIL NADU","100","07-Mar-2023","06-Jun-2027","7598291102","Active",""
